Sl no,Name of Comodity,None,Year-2024,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
236,",,",Dundol,46.92,50.10,45.94,4 3 . 2 5,3 9 . 4 4,3 6 . 8 1,4 2 . 3 4,3 9 . 4 5,4 1 . 1 0,5 1 . 7 4,-,-,4 3 . 7 1
237,",,",Radish Spinach,19.14,19.26,21.20,20.83,25.00,25.00,-,29.50,28.33,39.73,-,-,25.33
238,",,",Red Spinach,30.01,28.65,27.10,27.85,30.30,32.00,34.90,33.60,34.41,43.52,-,-,32.23
239,",,",Palongsak,29.92,26.88,25.80,25.65,27.55,26.91,31.31,36.92,39.79,49.73,-,-,32.04
240,",,",Indian Spinach,26.41,27.03,25.26,23.17,24.45,24.79,27.15,27.22,27.33,32.71,-,-,26.55
241,",,",Danta,29.13,29.06,31.26,27.05,27.57,27.33,28.65,28.40,27.97,32.58,-,-,28.90
242,",,",Cauliflower,41.31,30.47,32.37,35.21,53.94,55.00,-,50.52,-,59.78,-,-,44.83
243,",,",Cabbage,29.52,23.88,21.53,21.40,30.22,41.11,-,56.00,-,57.42,-,-,35.14
244,,Brokly,52.93,42.38,40.93,56.88,-,-,-,-,-,-,-,-,48.28
245,",,",Oal kopy,34.09,31.08,29.94,30.71,-,-,-,-,-,47.50,-,-,34.66
246,",,",Carrot,42.90,31.73,31.42,33.99,17.77,77.84,121.60,140.97,140.55,156.44,-,-,82.52
247,",,",Green Banana,28.43,28.30,28.49,28.36,30.21,31.38,33.24,33.27,33.36,35.69,-,-,31.07
248,",,",Radish-Local,21.45,21.49,21.90,24.84,33.57,36.51,48.40,43.28,44.26,52.01,-,-,34.77
249,Bibidh:,Sugar-Local,144.32,135.90,139.89,139.04,136.84,134.53,133.22,129.94,129.47,129.79,-,-,135.29
250,",,",Sugar-foreign,140.04,139.57,139.54,137.46,132.32,130.58,129.38,128.40,128.34,128.49,-,-,133.41
251,Gur,Sugarcane,130.30,130.38,131.86,131.93,130.89,130.75,129.53,129.25,130.75,131.00,-,-,130.66
252,",,",Dates,211.84,218.37,224.78,224.42,224.12,221.67,222.85,222.41,220.78,215.26,-,-,220.65
253,Salt,With Iodine,38.41,38.42,38.51,38.51,38.48,38.54,38.55,38.48,38.39,38.34,-,-,38.46
254,",,",Loose,24.21,24.23,24.14,24.11,24.01,24.02,24.02,23.99,23.93,23.96,-,-,24.06
255,Vushi,Mashur,43.47,44.43,44.99,45.32,45.12,45.36,45.20,45.27,45.48,45.88,-,-,45.05
256,",,",Chola,55.43,54.59,54.26,54.79,55.33,56.47,56.14,56.09,56.13,55.89,-,-,55.51
257,",,",Kheshari,52.78,52.83,53.10,53.26,53.68,53.88,53.62,53.81,53.98,54.10,-,-,53.50
258,",,",Wheat,49.47,50.47,50.90,51.26,51.70,51.67,51.26,50.50,50.33,49.95,-,-,50.75
259,",,",Rice kura,20.83,20.67,20.16,20.13,20.19,20.07,20.02,20.45,20.78,20.92,-,-,20.42
260,",,",Lakri cherai Mango,8.20,8.23,8.22,8.27,8.33,8.39,8.55,8.64,8.61,8.57,-,-,8.40
