Sl no,Name of Comodity,None,Year-2022,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
46,",,",Mashur broken,13498,9679,12006,11967,9649,10439,9711,9655,9785,9852,-,-,"10,624"
47,",,",Mashur foreign,10350,10123,10119,9928,9910,10697,10065,9831,10179,10345,-,-,"10,155"
48,",,",Mug local,11588,11612,11604,11460,11342,11743,11241,11170,11342,11507,-,-,"11,461"
49,",,",Chola gota,7850,8205,8402,8388,8248,8155,7976,7882,7900,8050,-,-,"8,105"
50,",,",Chola broken,8069,8263,8383,8329,8210,8150,7991,7938,8051,8246,-,-,"8,163"
51,",,",Motor local,9201,9200,8825,8535,8447,8455,8186,7986,8022,8373,-,-,"8,523"
52,",,",Motor foreign,6228,6610,6345,7712,6205,6158,6018,5773,5780,5774,-,-,"6,260"
53,",,",kheshari,7141,7312,7360,7237,7132,7049,7032,7032,7391,7584,-,-,"7,227"
54,Oil seed,Mustard,9184,8723,8027,8311,8336,8297,8199,8158,8496,8247,-,-,"8,398"
55,",,",Tishi,11150,11272,11250,11209,11716,11331,10994,11418,11300,12225,-,-,"11,387"
56,",,",Till,10010,9806,10607,9893,11414,10651,9830,10031,9522,10803,-,-,"10,257"
57,",,",Nut,12723,12968,13528,14061,13497,13360,13628,13009,13290,13358,-,-,"13,342"
58,Oil,Mustard loose,22010,21900,21724,21831,21502,21186,21020,20637,20286,20078,-,-,"21,217"
59,",,",Soyabeen,16735,16475,16705,16458,17005,16642,16280,15929,15572,15269,-,-,"16,307"
60,",,",Pulm,11969,12033,12370,12439,13047,12783,12622,12492,12375,12189,-,-,"12,432"
61,“,Ghee (dalda),15198,15613,15511,15397,15612,15472,15595,15508,15334,15414,-,-,"15,465"
62,",,",Butter oil,49217,33399,68250,68250,68250,68250,73875,49417,49417,76875,-,-,"60,520"
63,",,",Coconut local loose,33464,33587,33741,33687,32709,33672,33833,33249,33221,33454,-,-,"33,462"
64,khail,Mustard,4388,4478,4377,4623,4418,4518,4458,4495,4596,4647,-,-,"4,500"
65,",,",Till,4215,4220,4228,7180,4225,4219,4566,4925,4940,4775,-,-,"4,749"
66,",,",Khoil Others,4025,9456,4658,7666,4783,4783,4708,4707,4870,4725,-,-,"5,438"
67,Spice,Onion local,2839,2842,2905,3329,6420,6669,5875,6665,6858,7997,-,-,"5,240"
68,",,",Onion imported,3175,3392,2739,3265,5297,3797,3592,4866,5585,6776,-,-,"4,248"
69,",,",Garlic local,8217,9908,8596,9054,12267,11987,14485,19095,19076,18495,-,-,"13,118"
70,",,",Garlic imported,14169,15067,12969,12194,13339,13499,17018,19612,18704,17099,-,-,"15,367"
71,,Chilli dried,36079,35377,37123,38024,37592,37281,38646,39335,38921,38928,-,-,"37,731"
72,",,",Green chilli,7404,8999,7660,5698,9466,14053,22685,15071,10665,15123,-,-,"11,683"
73,",,",Ginger local,8769,9149,9988,12620,19603,26640,26009,20732,21096,19517,-,-,"17,412"
74,",,",Ginger imported,10078,9925,10754,13924,21586,25847,21212,16329,18526,19131,-,-,"16,731"
75,",,",Turmeric round (Ghol),13018,12140,13539,13519,13645,13807,14641,16487,17683,18149,-,-,"14,663"
76,",,",Turmeric long,14215,14054,14796,14787,15157,15195,15647,16623,18202,18837,-,-,"15,751"
77,",,",Coriander old,11111,11404,11580,12074,14014,15861,16417,16788,17200,17809,-,-,"14,426"
78,",,",Coriander new,10649,14132,10454,11361,13848,15089,15483,-,-,-,-,-,"13,002"
79,Jute,White,"7,763","9,075","9,450","9,450","8,550","6,500","7,875","7,129","6,018","5,215",-,-,"7,702"
80,",,",Tosha,"6,112","6,128","6,066","6,109","6,387","5,961","6,089","5,748","5,706","5,175",-,-,"5,948"
81,",,",bi-bottom,"5,738","5,425","5,488","5,581","5,700","5,550","5,467","5,250","5,106","4,769",-,-,"5,407"
82,",,",C-bottom,"6,900","6,900","6,900","6,900","6,900","6,900","6,763","6,288","6,100","6,100",-,-,"6,665"
83,",,",Average chat,"6,135","6,231","5,997","6,092","6,190","6,134","6,152","5,808","5,341","5,174",-,-,"5,925"
84,",,",Mesta average chat,"5,542","5,288","5,142","5,000","5,945","5,750","5,888","6,140","10,038","4,821",-,-,"5,955"
85,Cotton,Shimul,"40,200","39,800","39,667","39,600","39,519","39,641","39,961","39,773","41,412","40,154",-,-,"39,973"
86,",,",carpus,"18,625","18,625","18,625","18,656","18,694","18,234","18,250","19,643","18,464","17,854",-,-,"18,567"
87,Tobbaco,Jati heavy,"22,750","22,750","22,750","23,125","24,100","24,250","24,250","24,250","24,167","24,167",-,-,"23,656"
88,",,",Jati Medium,"17,000","17,000","17,000","17,000","18,600","19,000","19,000","19,000","19,000","19,000",-,-,"18,160"
89,",,",Jati general,"14,500","14,500","14,500","14,500","15,300","15,500","15,500","15,500","15,500","15,500",-,-,"15,080"
90,",,",Motihar heavy,"15,016","14,725","15,013","15,514","15,331","15,981","15,975","16,359","16,617","16,800",-,-,"15,733"
91,",,",Motihar medium,"12,944","12,983","13,103","13,192","13,512","15,550","15,800","15,715","15,925","15,925",-,-,"14,465"
92,",,",Moti general,"11,583","12,083","12,250","13,058","16,300","14,500","14,500","14,500","11,750","14,500",-,-,"13,503"
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
93,‘’,Vargina,"16,500","16,500","16,500","16,500","17,100","17,500","17,500","17,500","17,500","18,500",-,-,"17,160"
94,"Hide skin:
COW",Light,"24,010","24,897","25,621","25,659","30,459","31,008","26,484","27,626","29,180","29,267",-,-,"27,421"
95,",,",Medium,"40,325","39,950","41,790","41,898","45,093","45,112","42,476","43,526","45,544","47,416",-,-,"43,313"
96,",,",heavy,"62,966","63,633","64,825","65,198","66,431","66,880","63,307","65,288","71,408","73,088",-,-,"66,302"
97,",,",katachera,"31,200","31,200","31,170","31,150","31,610","31,288","38,080","35,576","44,156","44,868",-,-,"35,030"
98,"Hide skin
Bufello",heavy,"69,222","71,938","75,071","75,071","74,786","75,071","71,500","72,286","79,031","84,306",-,-,"74,828"
99,",,",medium,"62,857","63,929","70,000","65,714","61,500","61,458","59,792","61,250","61,719","57,500",-,-,"62,572"
100,",,",katachera,-,-,-,-,-,"17,000","17,000","17,000","17,000","17,000",-,-,"17,000"
101,Hide skin,Sheep,"5,183","7,109","7,250","7,308","7,768","7,815","6,808","6,019","6,121","5,925",-,-,"6,731"
102,",,",Goat,"3,941","4,120","4,161","4,128","4,300","4,364","4,584","4,606","4,828","4,853",-,-,"4,388"
103,"Chemical
fertilizer",Uria 50 kg,"1,100","1,100","1,100","1,350","1,350","1,350","1,350","1,350","1,350","1,350",-,-,"1,275"
104,",,","TSP ,,","1,100","1,100","1,100","1,350","1,350","1,350","1,350","1,350","1,350","1,350",-,-,"1,275"
105,",,","DAP ,,",850,850,850,"1,050","1,050","1,050","1,050","1,050","1,050","1,050",-,-,990
106,",,","MP ,,",800,800,800,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",-,-,940
107,",,",Zinc LOCAL,"7,108","7,067","6,929","5,847","5,675","5,516","5,470","5,578","5,588","5,922",-,-,"6,070"
108,",,",Zinc foreign,"8,612","8,721","8,731","8,527","9,310","9,360","9,360","9,360","9,405","9,239",-,-,"9,062"
109,",,",Zipsum,947,939,723,762,765,727,705,707,697,725,-,-,770
110,"Organic
fertilizer",Cowdung 50 kg,235,244,380,383,372,360,360,360,382,382,-,-,346
111,দুধ ও দুধজাত দ্রব্য,গুড়া দুধ(প্যাকেটজাতকৃত),"62,917","63,125","63,500","63,500","63,500","63,500","63,500","63,500","63,500","66,125",-,-,"63,667"
112,Cow Milk,liquid,"6,532","6,614","6,683","6,813","6,873","6,833","6,804","6,829","6,816","6,864",-,-,"6,766"
113,Cow Milk,Milkvita,"8,018","8,110","8,217","8,300","8,492","8,575","8,617","8,607","8,272","8,492",-,-,"8,370"
114,Gawa ghee,-,"11,480","11,515","11,730","11,710","11,650","11,650","11,650","11,770","12,475","12,446",-,-,"11,808"
115,Dano,--,"11,957","12,176","12,105","11,935","11,018","11,021","10,990","11,004","10,888","10,927",-,-,"11,402"
116,"Condensed
milk",One kartoon,"3,728","3,815","3,937",3932,"4,098","4,221",4244,"4,292","4,340","4,407",-,-,"4,101"
117,"Hen/chicken-
Live",Local large(900gm+),"39,906","41,697","46,831","50,583","52,330","50,987","48,270","46,283","45,789","45,676",-,-,"46,835"
118,",,",",, medium(700gm+)","38,872","41,357","45,572","48,137","50,973","50,000","47,273","45,129","44,841","44,554",-,-,"45,671"
119,",,",",, small(500gm+)","37,807","40,291","44,907","47,233","49,318","48,192","45,989","43,636","42,700","42,577",-,-,"44,265"
120,",,",Cock,"24,135","26,074","29,989","30,531","29,757","26,771","26,159","26,578","27,382","27,483",-,-,"27,486"
121,",,",Farm broiler,"13,477","17,006","21,107","19,342","19,279","17,259","15,570","15,786","16,596","16,326",-,-,"17,175"
122,",,",Duck,"35,062","37,883","40,340","41,372","42,940","43,202","40,878","41,271","40,497","40,592",-,-,"40,404"
123,Meat,Cow,"63,129","63,840","64,931","67,972","69,758","70,063","70,087","70,221","69,920","70,210",-,-,"68,013"
124,",,",Goat,"81,886","83,996","86,966","86,452","90,322","91,947","91,402","91,848","91,465","92,261",-,-,"88,855"
125,Egg,Chicken local,"1,353","1,416","1,436","1,434","1,450","1,451","1,497","1,533","1,539","1,563",-,-,"1,467"
126,",,",Farm red,875,"1,021","1,043",991,"1,071","1,071","1,084","1,163","1,159","1,174",-,-,"1,065"
127,",,",Farm white,862,"1,008",988,973,"1,036","1,046","1,061","1,139","1,147","1,157",-,-,"1,042"
128,",,",duck,"1,416","1,504","1,448","1,414","1,416","1,412","1,442","1,490","1,518","1,552",-,-,"1,461"
129,Fish (Ka):Fresh,Rui local big(5+kg),"32,750","32,750","36,500","36,500",-,-,-,-,-,-,-,-,"34,625"
130,",,","Rui local
(2.5+kg)medium","31,623","31,593","32,530","32,980","33,632","33,940","34,716","35,080","35,662","36,697",-,-,"33,845"
131,",,","Rui local small
(1.5+kg)","25,366","25,128","25,590","26,261","26,776","26,936","27,934","28,503","28,950","29,644",-,-,"27,109"
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
132,",,","Imported
medium(2.5+kg)","26,549","26,759","27,572","27,806","28,496","29,140","30,728","31,114","32,371","32,169",-,-,"29,270"
133,",,",Imported small,"20,692","20,756","21,035","21,926","22,101","22,639","24,798","25,339","25,125","24,783",-,-,"22,920"
134,",,",Katal large,"38,958","40,000","40,167","37,370","37,500","37,266","39,167","41,367","33,777","39,558",-,-,"38,513"
135,",,",medium,"29,834","30,378","31,065","31,485","31,681","32,387","33,274","33,784","33,484","34,904",-,-,"32,228"
136,",,",small,"23,146","23,633","24,382","24,711","24,852","25,388","26,189","27,262","27,507","28,110",-,-,"25,518"
137,Fish (Ka):Live,Mrigel large,"24,826","25,385","25,723","25,966","26,614","26,861","27,262","27,303","28,227","28,955",-,-,"26,712"
138,",,",small,"16,853","16,925","17,527","17,579","18,109","18,556","19,169","20,077","19,720","20,617",-,-,"18,513"
139,",,",Airr large,"75,417","74,583","74,167","68,750","68,750","67,153","81,875","110,000","80,000","120,000",-,-,"82,069"
140,",,",small,"51,320","53,929","55,071","58,528","57,775","55,025","60,769","59,333","53,389","55,038",-,-,"56,018"
141,",,",Boal large,"70,500","71,875","75,750","83,469","79,314","80,458","84,063","82,188","90,250","88,611",-,-,"80,648"
142,",,",Small,"46,194","45,296","47,563","49,924","47,483","45,673","47,845","47,600","48,808","47,490",-,-,"47,388"
143,",,",Chital large,"70,167","70,167","71,100","72,969","71,563","74,063","74,609","73,125","74,500","75,250",-,-,"72,751"
144,",,",Chital small,"51,250","51,250","47,167","49,156","53,188","53,188","46,391","38,550","43,800","44,542",-,-,"47,848"
145,",,",Pangush larges,"15,587","16,859","17,556","17,981","18,855","18,558","19,112","20,119","20,778","20,811",-,-,"18,622"
146,",,",small,"12,665","12,770","13,152","13,592","14,001","14,455","15,058","15,306","15,609","15,627",-,-,"14,224"
147,",,",Hilsha (small/ larges),"73,526","77,344","80,280","80,117","80,459","83,266","88,598","91,095","92,518","92,907",-,-,"84,011"
148,",,",Prawn bagda,"69,894","72,744","73,067","67,912","75,776","70,777","80,208","79,757","79,014","76,503",-,-,"74,565"
149,",,",golda,"69,505","69,984","70,193","70,118","71,629","73,169","80,268","80,386","79,722","83,458",-,-,"74,843"
150,",,",small,"43,909","49,938","52,010","52,415","53,380","56,405","56,689","57,478","57,991","57,298",-,-,"53,751"
151,",,",Koii,"19,163","20,016","20,050","20,473","20,393","20,719","21,287","21,711","22,451","22,372",-,-,"20,863"
152,",,",Magur,"41,442","41,036","41,750","41,335","39,730","39,750","38,336","39,703","39,353","39,236",-,-,"40,167"
153,",,",Shing,"35,837","35,908","35,946","35,892","36,355","37,486","37,463","36,623","36,548","35,011",-,-,"36,307"
154,",,",Silvar curp,"14,630","14,860","15,493","16,152","16,058","16,579","16,949","17,431","17,764","17,583",-,-,"16,350"
155,",,",Grass curp,"17,630","17,905","18,112","18,780","18,938","19,378","19,568","20,184","20,438","20,612",-,-,"19,154"
156,",,",Telapia / Nailotika,"14,287","14,485","14,822","15,235","15,525","15,895","16,445","17,184","17,348","17,387",-,-,"15,861"
157,",,",Rupchada,"65,313","65,313","67,292","67,969","68,964","68,516","70,717","72,641","69,938","71,344",-,-,"68,800"
158,Fish(Kha)Dry,Rupchada,"137,500","137,500","137,500","137,500","137,500","133,750","125,625","132,500","141,667","121,250",-,-,"134,229"
159,",,",Loitta,"52,087","52,375","53,850","55,672","56,647","58,867","59,925","60,833","60,833","64,725",-,-,"57,581"
160,",,",Puti,"51,292","39,625","50,300","49,875","49,357","49,571","50,333","52,233","48,889","54,458",-,-,"49,593"
161,",,",Prawn,"55,292","62,000","84,213","74,500","71,395","73,313","75,117","73,493","66,775","68,828",-,-,"70,493"
162,“,Kachki,"48,639","48,278","51,094","51,722","52,656","51,889","52,531","51,303","55,500","53,848",-,-,"51,746"
163,,Salted Hilsha,"63,333","65,417","67,667","69,167","69,167","70,417","65,958","70,833","67,000","65,929",-,-,"67,489"
164,Betel nut,-,"36,805","37,186","37,517","37,149","37,764","38,301","38,791","38,824","38,702","38,286",-,-,"37,932"
165,Betel leaves,Large (Bangla),"9,819","10,777","11,100","12,080","11,797","11,088","11,314","10,708","9,942","10,318",-,-,"10,894"
166,",,",Medium,"6,813","7,329","7,842","8,153","7,938","7,705","7,179","6,687","6,656","6,259",-,-,"7,256"
167,",,",Small,"4,319","4,345","4,656","4,620","4,716","4,274","4,175","4,360","4,167","4,114",-,-,"4,375"
168,",,",Sanchi,"2,283","1,950","2,150","2,083","2,339","2,417","2,283","2,150","1,990","1,990",-,-,"2,164"
169,Fruits:,Mango Guti,-,-,-,-,"3,867","3,208","4,010","6,688","9,000",-,-,-,"5,355"
170,,Gopalbhog,-,-,-,-,"5,367","4,400","4,564","5,000","7,467",-,-,-,"5,360"
171,,Himsagor,-,-,-,-,"5,195","4,876","5,625","6,838","7,500",-,-,-,"6,007"
172,,Langra,-,-,-,-,"4,849","4,623","5,972","7,250",-,-,-,-,"5,673"
173,,Fazli,-,-,-,-,-,"3,863","5,105","6,587","9,075","8,750",-,-,"6,676"
174,,Aswini,-,-,-,-,-,"5,750","3,846","4,842","6,936",-,-,-,"5,344"
175,,Amrupali,-,-,-,-,-,"4,938","5,817","7,211",-,-,-,-,"5,989"
176,,Harivangga,-,-,-,-,-,"5,279","5,859","7,588",-,-,-,-,"6,242"
177,Jackfruits,Large(4+kg),-,-,-,"8,333","16,292","11,499","8,821","7,568","18,063","17,500",-,-,"12,582"
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
178,,Small,-,-,-,"5,500","5,813","6,403","5,603","6,129","11,300","11,500",-,-,"7,464"
179,Fruits,Green Coconut,"5,461","5,547","5,757","6,407","6,826","7,016","7,155","7,459","7,821","7,639",-,-,"6,709"
180,,Batabi lebu,"1,424","1,819","1,572","1,887","3,044","2,700","1,973","2,458","2,701","3,013",-,-,"2,259"
181,,Elachi lebu,332,332,559,491,353,260,250,253,262,296,-,-,339
182,,Kagozi lebu,351,380,491,548,412,312,284,254,274,321,-,-,363
183,",,",Guava,"4,785","4,879","4,718","4,479","4,729","4,693","4,438","4,074","4,412","4,525",-,-,"4,573"
184,",,",Amra,"4,271","4,200","4,480","3,250",-,"3,210","2,960","2,870","2,856","3,449",-,-,"3,505"
185,",,",Orange,"17,992","18,502","19,637","20,517","22,347","22,090","22,443","23,117","26,113","25,697",-,-,"21,846"
186,",,",Apple,"19,160","20,547","21,325","22,723","22,720","22,396","23,120","24,500","25,049","24,855",-,-,"22,640"
187,,Malta,"19,545","20,362","20,092","20,441","19,841","19,385","19,543","20,731","26,114","23,297",-,-,"20,935"
188,,Grape (anggur),"30,633","28,621","25,828","26,022","26,423","28,234","31,996","32,793","36,037","35,385",-,-,"30,197"
189,",,",Boroi,"7,014","5,572","5,297","6,004",-,-,-,-,-,-,-,-,"5,972"
190,",,",Water melon (Tormuj),"7,625",-,"5,374","2,769","4,797","4,813",-,"5,373","6,025","6,280",-,-,"5,382"
191,Fruit:,Melon (Bangi),-,-,"5,495","5,078","4,336","4,550",-,-,-,-,-,-,"4,865"
192,",,",Ripe Papaya,"5,463","5,743","5,913","6,527","5,956","6,417","6,664","6,282","6,865","6,308",-,-,"6,214"
193,",,",Lychee,-,-,-,-,"2,649","4,213",-,-,-,-,-,-,"3,431"
194,",,",Banana: Chapa,299,264,279,286,291,270,268,283,295,298,-,-,283
195,",,",Sabri,514,513,519,517,524,507,496,491,494,500,-,-,507
196,",,",Banana: Sagar,390,383,392,402,427,425,420,434,409,400,-,-,408
197,",,",Paineapple:Calengga,"4,531","4,893","4,196","4,895","4,223","4,273","4,147","4,017","4,486","4,654",-,-,"4,432"
198,",,",Jaldub,"3,446","3,654","3,287","3,245","3,341","3,467","3,515","3,797","3,991","4,360",-,-,"3,610"
199,,Paineapple:Local,"3,950","3,047","3,173","3,338","3,496","3,223","4,477","3,567","3,863","3,832",-,-,"3,597"
200,",, Dry",Coconut,"7,459","7,910","8,032","8,175","8,580","8,527","8,350","7,698","8,147","8,102",-,-,"8,098"
201,,Dates (khejur),"32,362","33,623","35,721","36,610","37,432","37,772","39,625","40,857","40,541","41,096",-,-,"37,564"
202,",,",Tamarind with seed,"9,943","9,781","9,645","10,399","10,462","10,594","11,565","10,849","12,403","12,049",-,-,"10,769"
203,",,",without seed,"11,750","11,450","15,445","15,438","13,500","15,656","16,000","15,113","11,658","15,650",-,-,"14,166"
204,Vegetable:,Potato: Local,"2,669","2,295","2,689","2,805","3,729","3,941","4,163","4,277","4,571","4,996",-,-,"3,614"
205,",,",Holland White,"1,774","1,756","1,567","2,166","2,929","3,169","3,362","3,406","3,897","4,118",-,-,"2,814"
206,",,",Red,"1,943","1,766","1,588","2,246","2,968","3,102","3,304","3,404","3,843","4,153",-,-,"2,832"
207,Sweet Potato,,"2,642","2,555","2,406","2,504","2,667","2,766","2,836","2,795","2,917",-,-,-,"2,676"
208,Vegetable:,Brinjal High,"2,154","2,564","2,958","3,266","3,115","3,236","3,810","3,773","4,287","5,143",-,-,"3,431"
209,Vegetable:,Brinjal Circle,"2,403","2,776","3,277","3,766","3,509","3,691","4,592","4,446","5,191","6,080",-,-,"3,973"
210,",,",Patal,"3,620","5,202","5,179","4,603","4,016","2,857","2,939","3,026","3,454","4,461",-,-,"3,936"
211,",,",Chalcumra,"2,548","2,629","2,810","2,796","2,770","2,323","2,610","2,634","2,749","2,995",-,-,"2,686"
212,",,",Pumpkin,"2,403","2,440","2,259","2,128","2,388","2,243","2,470","2,647","2,941","3,292",-,-,"2,521"
213,",,",Lao,"2,614","2,772","2,534","2,903","3,049","2,920","3,165","3,043","2,948","3,539",-,-,"2,949"
214,",,",Uchehhe,"5,490","7,583","6,452","5,168","4,986","4,976","6,081","6,091","5,502","6,071",-,-,"5,840"
215,",,",Karalla,"4,612","6,269","6,393","4,870","4,589","4,391","5,672","5,384","5,159","6,043",-,-,"5,338"
216,Vegetable:,Green Papaya,"1,618","1,707","1,890","2,380","3,527","3,279","2,849","2,281","1,973","1,943",-,-,"2,345"
217,",,",Mukhi kachu,"3,514","3,604","4,192","4,775","6,931","5,837","5,335","5,130","5,394","6,089",-,-,"5,080"
218,",,",Pani kachu,"5,500",-,"3,250","2,750","2,971","2,741","3,282","3,025","3,197","3,276",-,-,"3,332"
219,",,",Kachur lati,"3,869","4,149","5,142","4,980","4,511","4,231","4,424","4,300","4,533","4,880",-,-,"4,502"
220,",,",Kakrol,-,-,-,"7,320","5,420","3,948","4,181","4,072","4,447","5,221",-,-,"4,944"
221,",,",Lady's Finger,"4,243","5,430","5,613","3,989","3,194","2,449","3,063","3,399","3,713","4,459",-,-,"3,955"
222,",,",Sosha,"2,793","2,496","2,756","4,061","3,475","3,016","2,900","3,282","3,396","3,988",-,-,"3,216"
223,",,",Khirai,"2,630","2,315","2,400","3,378","3,260","2,618","2,739","3,212","3,470","4,156",-,-,"3,018"
224,",,",Beans,"2,462","2,552","2,876","3,612","3,939",-,-,-,"11,146","12,376",-,-,"5,566"
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
225,",,",Barbati,"3,934","4,723","5,316","4,893","4,379","3,896","4,166","4,696","5,419","5,967",-,-,"4,739"
226,",,",Tomato Ripe,"2,871","1,837","1,832","2,355","3,243","4,775","11,125","14,260","9,209","8,145",-,-,"5,965"
227,",,",Motorshooti,"6,478","5,753","5,594","5,033","6,375",-,-,-,-,-,-,-,"5,847"
228,",,",Jinga,"4,048","3,900","5,234","4,670","3,906","3,350","3,727","3,922","4,026","4,495",-,-,"4,128"
229,",,",Chichinga,"3,604","3,606","3,922","3,724","3,473","2,957","3,171","3,212","3,478","4,035",-,-,"3,518"
230,",,",Dundol,"3,225","3,225","3,752","3,719","3,358","2,812","2,826","2,782","2,973","3,410",-,-,"3,208"
231,",,",Radish Spinach,"1,247","1,285","1,321",800,"1,367",-,-,"2,036","2,566","2,639",-,-,"1,658"
232,",,",Red Spinach,"1,836","1,959","1,861","2,066","2,199","2,284","2,352","2,304","2,553","2,963",-,-,"2,238"
233,",,",Palongsak,"1,652","1,616","1,713","1,806","2,004","2,045","1,863","2,008","2,307","3,394",-,-,"2,041"
