Sl no,Name of Comodity,None,Year-2022,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12
126,",,",",, small(500gm+)",407.94,499.87,471.85,504.85,530.45,515.30,499.87,476.39,451.25,474.02,472.47,472.22,481.37
127,",,",Cock,260.82,273.90,321.39,324.82,318.98,288.18,273.90,287.29,293.61,296.00,289.47,288.93,293.10
128,",,",Farm broiler,147.18,168.98,226.31,207.84,207.41,187.35,168.98,172.55,172.10,177.57,170.38,171.43,181.51
129,",,",Duck,388.72,465.53,458.79,466.31,472.53,477.84,465.53,457.29,443.02,455.00,453.77,458.28,455.22
130,Meat,Cow,652.84,743.28,704.62,725.19,738.38,739.77,743.28,743.19,740.40,737.56,730.69,690.51,724.14
131,",,",Goat,857.51,940.91,933.50,953.13,970.44,965.44,940.91,973.08,970.60,973.81,975.93,966.56,951.82
132,Egg,Chicken local,59.03,64.71,63.33,62.77,64.04,63.98,64.71,65.93,65.58,67.88,67.44,66.44,64.65
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
133,",,",Farm red,3818,46.54,44.06,43.07,45.98,46.00,46.54,49.79,50.89,50.65,45.06,41.90,45.72
134,",,",Farm white,36.34,45.45,42.90,41.83,44.37,44.81,45.45,48.48,47.48,49.09,43.96,41.09,44.27
135,",,",duck,61.87,62.94,63.95,62.01,62.12,61.63,62.94,65.35,66.33,67.49,66.28,65.54,64.04
136,"Fish
(Ka):Fresh",Rui local big(5+kg),347.50,-,385.00,385.00,-,-,-,-,-,-,-,-,372.50
137,",,","Rui local
(2.5+kg)medium",342.32,386.89,358.18,362.80,374.77,378.55,386.89,389.17,384.65,406.61,408.39,411.14,382.53
138,",,",Rui local small (1.5+kg),280.97,312.44,286.44,291.98,297.65,301.77,312.44,317.79,319.30,331.66,326.81,319.18,308.20
139,",,","Imported
medium(2.5+kg)",302.57,342.73,307.94,310.50,319.68,323.90,342.73,349.28,360.13,358.81,350.04,344.55,334.40
140,",,",Imported small,234.62,281.92,235.17,251.54,255.04,258.54,281.92,288.11,282.06,300.71,293.06,282.66,270.45
141,",,",Katal large,420.63,444.22,432.33,412.71,422.38,404.58,444.22,458.94,404.71,449.27,443.80,439.12,431.41
142,",,",medium,324.21,369.64,344.62,348.55,351.98,357.34,369.64,375.04,372.65,388.87,388.08,386.29,364. 74
143,",,",small,262.73,296.86,274.22,277.30,279.40,287.18,296.86,306.46,307.96,312.06,307.47,299.21,292.31
144,Fish (Ka):Live,Mrigel large,289.33,321.61,299.38,303.36,313.20,313.93,321.61,323.78,330.90,339.71,348.41,347.66,321.07
145,",,",small,191.05,218.45,199.86,200.65,206.59,212.00,218.45,228.63,231.16,234.64,232.65,226.97,216.76
146,",,",Airr large,862.50,893.75,825.00,762.50,762.50,738.19,893.75,1200.00,1350.00,1350.00,1340.00,1203.33,1015.13
147,",,",small,591.07,650.63,601.43,647.78,637.50,611.25,650.63,649.86,592.22,610.00,625.00,576.88,620.35
148,",,",Boal large,850.00,964.06,844.38,931.25,906.57,835.95,964.06,956.25,1027.50,1012.50,952.08,990.94,936.30
149,",,",Small,520.50,541.54,538.30,571.67,554.92,531.61,541.54,544.73,560.58,545.87,529.16,521.63,541.84
150,",,",Chital large,775.00,837.50,786.25,816.67,818.75,843.75,837.50,818.75,875.00,885.00,890.00,854.17,836.53
151,",,",Chital small,525.00,520.63,505.00,518.13,530.00,530.00,520.63,449.00,524.00,524.17,528.33,496.04,514.24
152,",,",Pangush larges,203.89,220.21,201.46,203.30,216.50,212.36,220.21,230.73,241.92,242.34,255.33,242.50,224.23
153,",,",Small,-,174.13,156.11,159.08,163.62,168.28,174.13,176.88,181.53,179.91,175.16,169.88,170.79
154,",,",Hilsha (small/ larges),890.06,1032.95,929.53,928.03,1059.69,1000.72,1032.95,1152.47,1118.81,1137.92,1053.09,1029.20,1030.45
155,",,",Prawn bagda,792.89,875.56,760.89,821.40,826.44,836.42,875.56,876.44,869.61,848.50,835.38,771.49,832.55
156,",,",golda,780.46,880.35,816.99,844.41,846.92,848.05,880.35,891.83,892.05,908.62,889.89,859.60,861.63
157,",,",Small,556.86,664.62,589.68,593.49,626.33,660.63,664.62,669.67,676.60,676.91,657.33,645.38,640.18
158,",,",Koii,222.58,255.93,235.78,239.51,243.94,249.20,255.93,260.24,262.83,261.21,249.44,245.77,248.53
159,",,",Magur,457.64,437.98,463.53,450.75,428.50,468.07,437.98,445.99,443.68,442.90,436.05,422.45,444.63
160,",,",Shing,422.21,450.42,423.96,427.05,425.37,448.44,450.42,448.03,446.85,442.23,427.75,422.14,436.24
161,",,",Silvar curp,172.15,198.46,181.11,187.46,188.88,192.84,198.46,203.15,205.73,204.17,202.70,201.74,194.74
162,",,",Grass curp,204.37,231.49,213.26,218.38,223.82,227.79,231.49,237.96,237.92,240.73,239.37,238.19,228.73
163,",,",Telapia / Nailotika,161.75,192.11,171.82,176.98,181.01,184.57,192.11,198.59,200.89,200.35,195.19,191.25,187.22
164,",,",Rupchada,762.50,807.14,787.50,841.67,856.88,830.32,807.14,822.66,793.75,814.06,781.11,759.03,805.31
165,Fish(Kha)Dry,Rupchada,1750.00,1450.00,1450.00,1450.00,1450.00,1450.00,1450.00,1450.00,1550.00,1362.50,1180.00,1537.50,1460.83
166,",,",Loitta,611.56,800.15,690.67,707.15,730.61,688.59,800.15,770.26,753.86,76091,754.04,790.52,738.21
167,",,",Puti,580.52,586.81,581.00,586.90,590.00,582.50,586.81,606.25,575.00,627.40,584.58,594.58,590.20
168,",,",Prawn,842.92,968.68,887.46,840.00,896.07,915.00,968.68,899.81,813.46,853.68,832.22,838.75,879.73
169,“,Kachki,519.26,587.92,529.63,550.00,580.91,569.58,587.92,572.75,594.89,613.39,613.00,627.43,578.89
170,",,",Salted Hilsha,525.00,714.58,741.67,758.33,758.33,766.67,714.58,775.00,735.00,725.00,708.33,711.46,719.50
171,Betel nut,-,405.29,410.69,414.37,416.29,416.83,422.90,426.56,425.84,427.84,423.92,418.90,420.67,419.17
172,Betel leaves,Large (Bangla),135.07,148.34,154.39,163.69,162.11,159.26,155.55,150.65,146.78,140.37,147.02,151.91,151.26
173,",,",Medium,93.03,101.68,108.49,114.77,108.87,104.71,104.07,102.60,102.73,97.83,104.75,106.76,104.19
174,",,",Small,61.42,64.61,68.45,68.77,69.26,67.53,66.99,67.05,63.95,65.58,66.49,64.30,66.20
175,",,",Sanchi,61.46,59.17,56.36,57.02,52.44,59.46,62.92,77.99,57.64,73.16,70.45,63.22,62.61
176,Fruits:,Mango Guti,-,-,-,-,52.55,42.83,51.36,71.25,110.00,-,-,-,65.60
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
177,",,",Gopalbhog,-,-,-,-,68.39,54.92,59.03,64.58,96.67,-,-,-,68.72
178,",,",Himsagor,-,-,-,-,68.03,61.91,71.13,87.08,110.00,110.00,-,-,84.69
179,",,",Langra,-,-,-,-,61.10,58.24,71.58,80.75,-,-,-,-,67.92
180,",,",Fazli,-,-,-,-,-,50.13,65.74,82.08,126.96,160.00,-,-,96.98
181,",,",Aswini,-,-,-,-,-,75.00,49.55,62.62,95.86,-,-,-,70.76
182,",,",Amrupali,-,-,-,-,-,63.07,72.73,92.26,75.00,-,-,-,75.76
183,",,",Harivangga,-,-,-,-,-,64.25,72.98,85.28,-,-,-,-,74.17
184,Jackfruits,Large(4+kg),-,-,-,-,223.20,160.79,147.91,173.46,246.00,201.67,-,-,192.17
185,,Small,-,-,-,-,120.17,86.92,86.11,91.89,138.33,146.67,-,-,111.68
186,Fruits,Green Coconut,70.18,71.47,73.96,79.10,83.78,85.69,87.22,93.00,98.46,96.34,91.35,86.07,84.72
187,",,",Batabi lebu,30.33,31.48,55.00,54.75,45.21,39.38,39.00,37.45,38.42,42.06,49.19,52.45,42.89
188,",,",Elachi lebu,17.15,19.59,27.35,26.27,20.57,14.73,14.07,15.52,16.49,15.89,16.92,17.49,18.50
189,",,",Kagozi lebu,19.13,22.70,26.77,31.83,23.09,18.21,16.38,15.49,17.41,17.73,19.10,19.94,20.65
190,",,",Guava,61.49,62.09,59.32,58.00,59.72,57.24,56.47,52.59,55.70,57.18,56.46,57.82,57.84
191,",,",Amra,59.44,61.25,70.42,63.75,-,43.70,41.86,36.95,38.39,44.59,52.24,41.19,50.34
192,",,",Orange,208.43,216.72,223.66,232.95,250.90,251.28,255.95,255.27,292.84,282.22,253.03,238.97,246.85
193,",,",Apple,217.06,234.39,244.40,256.31,259.12,255.74,264.89,274.60,283.16,280.29,264.54,257.61,257.68
194,",,",Malta,222.77,226.62,225.51,229.81,222.63,219.97,223.24,237.22,277.94,265.77,266.26,269.80,240.63
195,",,",Grape (anggur),340.59,322.62,287.13,285.49,295.93,323.79,354.66,367.13,401.15,395.43,380.84,381.15,344.66
196,",,",Boroi,91.35,75.06,68.49,72.77,-,-,-,-,-,-,-,127.78,87.09
197,",,",Water melon (Tormuj),86.88,-,48.13,38.35,54.30,59.79,65.31,63.23,70.00,72.63,70.17,64.72,63.05
198,Fruit:,Melon (Bangi),-,-,75.91,75.84,56.72,67.14,-,-,-,80.00,-,-,71.12
199,",,",Ripe Papaya,78.59,80.91,81.90,87.45,89.64,94.37,90.37,97.43,92.56,85.79,80.84,82.14,86.83
200,",,",Lychee,-,-,-,-,285.42,348.17,370.00,-,-,-,-,-,334.53
201,",,",Banana: Chapa,18.91,18.55,19.06,20.13,19.74,18.69,18.50,19.44,19.73,20.18,19.53,18.77,19.27
202,",,",Sabri,30.77,30.62,32.18,32.71,33.03,32.17,31.93,31.73,32.23,32.88,32.95,31.83,32.09
203,",,",Banana: Sagar,24.18,24.35,25.16,26.62,27.00,27.11,26.67,26.43,25.91,25.74,25.55,25.49,25.85
204,",,",Paineapple:Calengga,60.17,61.53,53.16,54.35,51.45,55.33,54.23,53.11,60.15,60.20,62.55,61.41,57.30
205,",,",Jaldub,40.31,41.09,39.29,38.31,37.52,40.12,46.64,54.39,55.71,42.76,48.05,44.83,44.08
206,",,",Paineapple:Local,60.00,45.69,44.25,44.37,46.57,41.24,52.91,44.38,44.84,50.18,49.93,48.84,47.77
207,",, Dry",Coconut,89.32,96.48,97.97,101.91,103.23,101.18,99.58,96.59,99.66,98.25,96.56,94.14,97.91
208,",,",Dates (khejur),376.45,389.23,410.09,447.99,452.99,453.71,456.08,457.10,484.20,482.93,504.30,503.55,451.55
209,",,",Tamarind with seed,129.05,128.96,129.94,135.82,133.87,135.10,136.98,142.41,143.21,146.81,157.46,149.38,139.08
210,",,",without seed,148.28,152.71,174.38,181.07,170.57,167.50,171.25,155.00,151.72,166.88,188.70,173.19,166.77
211,Vegetable:,Potato: Local,32.21,28.88,27.23,33.53,42.70,45.00,47.43,48.23,52.14,55.72,59.47,64.56,44.76
212,",,",Holland White,21.84,21.73,19.27,25.68,33.80,36.17,38.38,39.03,43.53,45.79,48.91,55.67,35.82
213,",,",Red,24.02,21.98,19.70,26.74,34.51,35.91,37.88,38.97,43.26,46.31,48.43,55.78,36.12
214,Sweet Potato,,33.25,31.23,29.65,31.00,32.24,32.52,33.78,34.78,36.33,36.88,37.83,41.72,34.27
215,Vegetable:,Brinjal High,28.00,32.77,37.88,40.96,39.39,40.43,47.01,46.67,53.21,62.01,43.28,41.08,42.72
216,Vegetable:,Brinjal Circle,31.76,35.91,41.70,47.08,43.70,45.82,55.22,54.28,62.61,71.81,49.42,49.60,49.08
217,",,",Patal,46.18,64.72,63.26,56.43,49.75,36.26,37.55,38.10,42.71,53.99,43.78,39.33,47.67
218,",,",Chalcumra,33.35,35.97,35.90,36.23,35.89,30.71,33.85,33.95,35.28,38.30,37.90,38.61,35.49
219,",,",Pumpkin,30.72,31.18,29.20,27.70,30.40,29.50,31.78,33.48,36.88,41.18,41.10,36.21,33.28
220,",,",Lao,35.30,37.89,35.11,38.44,40.83,39.77,41.77,40.59,39.15,45.82,41.81,43.18,39.97
221,",,",Uchehhe,67.54,90.52,78.95,63.74,61.30,58.66,72.70,69.01,66.74,72.77,57.57,59.10,68.22
222,",,",Karalla,56.86,76.40,75.50,60.72,56.38,53.38,68.21,64.82,62.89,71.96,55.84,55.68,63.22
223,Vegetable:,Green Papaya,22.32,23.28,25.21,30.68,43.84,41.06,36.52,30.51,26.94,26.51,26.44,27.18,30.04
